state,end,value,type
Washington,7/14/2007,5812,h
Washington,7/21/2007,5744,h
Washington,7/28/2007,6880,h
Washington,8/4/2007,6288,h
Washington,8/11/2007,5839,h
Washington,8/18/2007,5688,h
Washington,8/25/2007,5717,h
Washington,9/1/2007,6098,h
Washington,9/8/2007,6046,h
Washington,9/15/2007,6045,h
Washington,9/22/2007,5916,h
Washington,9/29/2007,7424,h
Washington,10/6/2007,7790,h
Washington,10/13/2007,8117,h
Washington,10/20/2007,8240,h
Washington,10/27/2007,8885,h
Washington,11/3/2007,10204,h
Washington,11/10/2007,9927,h
Washington,11/17/2007,9997,h
Washington,11/24/2007,12087,h
Washington,12/1/2007,11663,h
Washington,12/8/2007,10510,h
Washington,12/15/2007,11132,h
Washington,12/22/2007,13385,h
Washington,12/29/2007,13280,h
Washington,1/5/2008,11297,h
Washington,1/12/2008,10033,h
Washington,1/19/2008,9146,h
Washington,1/26/2008,11856,h
Washington,2/2/2008,10783,h
Washington,2/9/2008,8706,h
Washington,2/16/2008,7725,h
Washington,2/23/2008,8268,h
Washington,3/1/2008,8670,h
Washington,3/8/2008,8580,h
Washington,3/15/2008,8300,h
Washington,3/22/2008,8106,h
Washington,3/29/2008,10091,h
Washington,4/5/2008,9219,h
Washington,4/12/2008,9014,h
Washington,4/19/2008,8233,h
Washington,4/26/2008,8389,h
Washington,5/3/2008,8198,h
Washington,5/10/2008,7829,h
Washington,5/17/2008,7812,h
Washington,5/24/2008,7039,h
Washington,5/31/2008,8244,h
Washington,6/7/2008,8183,h
Washington,6/14/2008,8620,h
Washington,6/21/2008,8223,h
Washington,6/28/2008,7718,h
Washington,7/5/2008,9360,h
Washington,7/12/2008,7380,h
Washington,7/19/2008,7798,h
Washington,7/26/2008,8341,h
Washington,8/2/2008,8450,h
Washington,8/9/2008,7858,h
Washington,8/16/2008,7681,h
Washington,8/23/2008,7876,h
Washington,8/30/2008,7727,h
Washington,9/6/2008,8142,h
Washington,9/13/2008,10549,h
Washington,9/20/2008,11473,h
Washington,9/27/2008,10664,h
Washington,10/4/2008,12378,h
Washington,10/11/2008,11883,h
Washington,10/18/2008,12597,h
Washington,10/25/2008,13799,h
Washington,11/1/2008,16599,h
Washington,11/8/2008,15423,h
Washington,11/15/2008,16505,h
Washington,11/22/2008,16221,h
Washington,11/29/2008,17782,h
Washington,12/6/2008,15535,h
Washington,12/13/2008,20743,h
Washington,12/20/2008,26075,h
Washington,12/27/2008,18627,h
Washington,1/3/2009,20136,h
Washington,1/10/2009,18184,h
Washington,1/17/2009,14377,h
Washington,1/24/2009,17507,h
Washington,1/31/2009,18325,h
Washington,2/7/2009,16336,h
Washington,2/14/2009,15957,h
Washington,2/21/2009,16592,h
Washington,2/28/2009,16811,h
Washington,3/7/2009,14690,h
Washington,3/14/2009,14347,h
Washington,3/21/2009,15599,h
Washington,3/28/2009,17298,h
Washington,4/4/2009,15981,h
Washington,4/11/2009,13549,h
Washington,4/18/2009,13641,h
Washington,4/25/2009,14288,h
Washington,5/2/2009,13445,h
Washington,5/9/2009,14209,h
Washington,5/16/2009,13046,h
Washington,5/23/2009,12890,h
Washington,5/30/2009,13852,h
Washington,6/6/2009,12275,h
Washington,6/13/2009,12961,h
Washington,6/20/2009,13606,h
Washington,6/27/2009,12380,h
Washington,7/4/2009,15737,h
Washington,7/11/2009,12785,h
Washington,7/18/2009,11620,h
Washington,7/25/2009,12312,h
Washington,8/1/2009,14009,h
Washington,8/8/2009,12808,h
Washington,8/15/2009,11675,h
Washington,8/22/2009,10977,h
Washington,8/29/2009,13597,h
Washington,9/5/2009,12080,h
Washington,9/12/2009,12279,h
Washington,9/19/2009,11557,h
Washington,9/26/2009,13414,h
Washington,10/3/2009,15154,h
Washington,10/10/2009,13940,h
Washington,10/17/2009,15130,h
Washington,10/24/2009,14709,h
Washington,10/31/2009,17660,h
Washington,11/7/2009,16921,h
Washington,11/14/2009,17177,h
Washington,11/21/2009,14759,h
Washington,11/28/2009,19571,h
Washington,12/5/2009,16437,h
Washington,12/12/2009,17700,h
Washington,12/19/2009,17086,h
Washington,12/26/2009,17599,h
Washington,1/2/2010,18516,h
Washington,1/9/2010,15588,h
Washington,1/16/2010,12938,h
Washington,1/23/2010,13286,h
Washington,1/30/2010,13484,h
Washington,2/6/2010,13168,h
Washington,2/13/2010,11938,h
Washington,2/20/2010,12463,h
Washington,2/27/2010,12184,h
Washington,3/6/2010,11910,h
Washington,3/13/2010,11441,h
Washington,3/20/2010,11432,h
Washington,3/27/2010,13105,h
Washington,4/3/2010,14062,h
Washington,4/10/2010,11236,h
Washington,4/17/2010,11015,h
Washington,4/24/2010,11300,h
Washington,5/1/2010,12307,h
Washington,5/8/2010,10339,h
Washington,5/15/2010,10577,h
Washington,5/22/2010,11175,h
Washington,5/29/2010,11072,h
Washington,6/5/2010,11793,h
Washington,6/12/2010,10636,h
Washington,6/19/2010,11411,h
Washington,6/26/2010,11314,h
Washington,7/3/2010,11688,h
Washington,7/10/2010,10977,h
Washington,7/17/2010,10101,h
Washington,7/24/2010,10480,h
Washington,7/31/2010,11179,h
Washington,8/7/2010,10550,h
Washington,8/14/2010,10128,h
Washington,8/21/2010,9823,h
Washington,8/28/2010,11013,h
Washington,9/4/2010,10118,h
Washington,9/11/2010,10503,h
Washington,9/18/2010,9435,h
Washington,9/25/2010,10112,h
Washington,10/2/2010,12431,h
Washington,10/9/2010,10975,h
Washington,10/16/2010,11511,h
Washington,10/23/2010,12928,h
Washington,10/30/2010,14679,h
Washington,11/6/2010,13171,h
Washington,11/13/2010,14908,h
Washington,11/20/2010,16168,h
Washington,11/27/2010,20698,h
Washington,12/4/2010,12769,h
Washington,12/11/2010,14295,h
Washington,12/18/2010,15221,h
Washington,12/25/2010,15874,h
Washington,1/1/2011,19982,h
Washington,1/8/2011,13754,h
Washington,1/15/2011,11971,h
Washington,1/22/2011,11510,h
Washington,1/29/2011,11717,h
Washington,2/5/2011,11385,h
Washington,2/12/2011,10691,h
Washington,2/19/2011,11667,h
Washington,2/26/2011,12554,h
Washington,3/5/2011,11125,h
Washington,3/12/2011,9910,h
Washington,3/19/2011,10026,h
Washington,3/26/2011,10568,h
Washington,4/2/2011,13378,h
Washington,4/9/2011,10686,h
Washington,4/16/2011,10438,h
Washington,4/23/2011,10206,h
Washington,4/30/2011,11404,h
Washington,5/7/2011,9945,h
Washington,5/14/2011,9553,h
Washington,5/21/2011,10397,h
Washington,5/28/2011,9864,h
Washington,6/4/2011,10330,h
Washington,6/11/2011,9408,h
Washington,6/18/2011,9662,h
Washington,6/25/2011,10339,h
Washington,7/2/2011,10512,h
Washington,7/9/2011,9924,h
Washington,7/16/2011,8962,h
Washington,7/23/2011,8577,h
Washington,7/30/2011,9139,h
Washington,8/6/2011,9161,h
Washington,8/13/2011,8743,h
Washington,8/20/2011,8016,h
Washington,8/27/2011,9459,h
Washington,9/3/2011,8254,h
Washington,9/10/2011,8813,h
Washington,9/17/2011,8299,h
Washington,9/24/2011,9057,h
Washington,10/1/2011,12785,h
Washington,10/8/2011,10795,h
Washington,10/15/2011,9897,h
Washington,10/22/2011,10251,h
Washington,10/29/2011,12529,h
Washington,11/5/2011,11056,h
Washington,11/12/2011,14847,h
Washington,11/19/2011,13878,h
Washington,11/26/2011,14626,h
Washington,12/3/2011,11374,h
Washington,12/10/2011,12300,h
Washington,12/17/2011,14325,h
Washington,12/24/2011,13787,h
Washington,12/31/2011,16433,h
Washington,1/7/2012,12207,h
Washington,1/14/2012,13823,h
Washington,1/21/2012,16618,h
Washington,1/28/2012,10324,h
Washington,2/4/2012,10028,h
Washington,2/11/2012,10049,h
Washington,2/18/2012,9811,h
Washington,2/25/2012,10242,h
Washington,3/3/2012,9601,h
Washington,3/10/2012,9315,h
Washington,3/17/2012,10029,h
Washington,3/24/2012,9461,h
Washington,3/31/2012,15446,h
Washington,4/7/2012,9746,h
Washington,4/14/2012,9730,h
Washington,4/21/2012,9104,h
Washington,4/28/2012,9841,h
Washington,5/5/2012,8778,h
Washington,5/12/2012,8331,h
Washington,5/19/2012,8819,h
Washington,5/26/2012,8754,h
Washington,6/2/2012,9452,h
Washington,6/9/2012,8511,h
Washington,6/16/2012,8922,h
Washington,6/23/2012,9075,h
Washington,6/30/2012,10753,h
Washington,7/7/2012,9444,h
Washington,7/14/2012,7216,h
Washington,7/21/2012,7701,h
Washington,7/28/2012,8145,h
Washington,8/4/2012,8000,h
Washington,8/11/2012,7670,h
Washington,8/18/2012,7555,h
Washington,8/25/2012,7412,h
Washington,9/1/2012,8245,h
Washington,9/8/2012,8130,h
Washington,9/15/2012,7378,h
Washington,9/22/2012,7893,h
Washington,9/29/2012,8384,h
Washington,10/6/2012,9819,h
Washington,10/13/2012,9344,h
Washington,10/20/2012,9565,h
Washington,10/27/2012,10947,h
Washington,11/3/2012,11461,h
Washington,11/10/2012,11130,h
Washington,11/17/2012,13237,h
Washington,11/24/2012,13539,h
Washington,12/1/2012,10697,h
Washington,12/8/2012,10546,h
Washington,12/15/2012,12554,h
Washington,12/22/2012,13483,h
Washington,12/29/2012,13106,h
Washington,1/5/2013,12797,h
Washington,1/12/2013,10199,h
Washington,1/19/2013,9628,h
Washington,1/26/2013,9863,h
Washington,2/2/2013,9631,h
Washington,2/9/2013,8703,h
Washington,2/16/2013,8258,h
Washington,2/23/2013,9071,h
Washington,3/2/2013,8690,h
Washington,3/9/2013,8614,h
Washington,3/16/2013,8615,h
Washington,3/23/2013,8772,h
Washington,3/30/2013,9603,h
Washington,4/6/2013,10078,h
Washington,4/13/2013,9550,h
Washington,4/20/2013,8024,h
Washington,4/27/2013,8423,h
Washington,5/4/2013,8081,h
Washington,5/11/2013,7675,h
Washington,5/18/2013,7667,h
Washington,5/25/2013,7868,h
Washington,6/1/2013,7920,h
Washington,6/8/2013,7789,h
Washington,6/15/2013,8374,h
Washington,6/22/2013,9947,h
Washington,6/29/2013,8694,h
Washington,7/6/2013,9099,h
Washington,7/13/2013,7435,h
Washington,7/20/2013,7440,h
Washington,7/27/2013,7620,h
Washington,8/3/2013,7816,h
Washington,8/10/2013,7096,h
Washington,8/17/2013,6605,h
Washington,8/24/2013,6551,h
Washington,8/31/2013,6607,h
Washington,9/7/2013,7629,h
Washington,9/14/2013,6451,h
Washington,9/21/2013,6814,h
Washington,9/28/2013,9172,h
Washington,10/5/2013,10251,h
Washington,10/12/2013,9250,h
Washington,10/19/2013,8417,h
Washington,10/26/2013,9288,h
Washington,11/2/2013,10404,h
Washington,11/9/2013,9339,h
Washington,11/16/2013,10207,h
Washington,11/23/2013,9359,h
Washington,11/30/2013,13742,h
Washington,12/7/2013,11017,h
Washington,12/14/2013,9087,h
Washington,12/21/2013,12566,h
Washington,12/28/2013,12594,h
Washington,1/4/2014,12700,h
Washington,1/11/2014,10107,h
Washington,1/18/2014,8676,h
Washington,1/25/2014,9173,h
Washington,2/1/2014,10192,h
Washington,2/8/2014,9929,h
Washington,2/15/2014,8162,h
Washington,2/22/2014,8254,h
Washington,3/1/2014,9236,h
Washington,3/8/2014,8210,h
Washington,3/15/2014,7409,h
Washington,3/22/2014,7609,h
Washington,3/29/2014,8689,h
Washington,4/5/2014,9055,h
Washington,4/12/2014,8078,h
Washington,4/19/2014,8569,h
Washington,4/26/2014,7884,h
Washington,5/3/2014,7647,h
Washington,5/10/2014,7362,h
Washington,5/17/2014,6383,h
Washington,5/24/2014,6930,h
Washington,5/31/2014,7038,h
Washington,6/7/2014,6891,h
Washington,6/14/2014,7531,h
Washington,6/21/2014,7241,h
Washington,6/28/2014,7048,h
Washington,7/5/2014,7587,h
Washington,7/12/2014,6394,h
Washington,7/19/2014,6820,h
Washington,7/26/2014,6627,h
Washington,8/2/2014,7039,h
Washington,8/9/2014,6447,h
Washington,8/16/2014,6061,h
Washington,8/23/2014,6079,h
Washington,8/30/2014,6612,h
Washington,9/6/2014,6550,h
Washington,9/13/2014,6268,h
Washington,9/20/2014,6613,h
Washington,9/27/2014,7090,h
Washington,10/4/2014,8154,h
Washington,10/11/2014,7175,h
Washington,10/18/2014,8299,h
Washington,10/25/2014,8737,h
Washington,11/1/2014,9586,h
Washington,11/8/2014,9356,h
Washington,11/15/2014,11001,h
Washington,11/22/2014,9047,h
Washington,11/29/2014,11589,h
Washington,12/6/2014,8315,h
Washington,12/13/2014,9274,h
Washington,12/20/2014,10913,h
Washington,12/27/2014,10632,h
Washington,1/3/2015,11264,h
Washington,1/10/2015,8608,h
Washington,1/17/2015,7740,h
Washington,1/24/2015,8007,h
Washington,1/31/2015,8446,h
Washington,2/7/2015,8496,h
Washington,2/14/2015,6680,h
Washington,2/21/2015,6761,h
Washington,2/28/2015,7291,h
Washington,3/7/2015,6676,h
Washington,3/14/2015,6862,h
Washington,3/21/2015,6514,h
Washington,3/28/2015,7326,h
Washington,4/4/2015,8498,h
Washington,4/11/2015,7021,h
Washington,4/18/2015,6262,h
Washington,4/25/2015,6318,h
Washington,5/2/2015,6831,h
Washington,5/9/2015,6596,h
Washington,5/16/2015,6089,h
Washington,5/23/2015,5428,h
Washington,5/30/2015,6053,h
Washington,6/6/2015,5961,h
Washington,6/13/2015,6673,h
Washington,6/20/2015,6437,h
Washington,6/27/2015,6088,h
Washington,7/4/2015,8008,h
Washington,7/11/2015,6748,h
Washington,7/18/2015,6053,h
Washington,7/25/2015,6023,h
Washington,8/1/2015,6431,h
Washington,8/8/2015,5845,h
Washington,8/15/2015,5756,h
Washington,8/22/2015,5761,h
Washington,8/29/2015,7017,h
Washington,9/5/2015,5797,h
Washington,9/12/2015,6094,h
Washington,9/19/2015,6030,h
Washington,9/26/2015,6453,h
Washington,10/3/2015,7788,h
Washington,10/10/2015,7484,h
Washington,10/17/2015,7704,h
Washington,10/24/2015,8351,h
Washington,10/31/2015,9449,h
Washington,11/7/2015,8680,h
Washington,11/14/2015,10041,h
Washington,11/21/2015,8959,h
Washington,11/28/2015,10786,h
Washington,12/5/2015,8973,h
Washington,12/12/2015,8844,h
Washington,12/19/2015,10983,h
Washington,12/26/2015,10428,h
Washington,1/2/2016,11373,h
Washington,1/9/2016,8916,h
Washington,1/16/2016,7818,h
Washington,1/23/2016,7569,h
Washington,1/30/2016,7809,h
Washington,2/6/2016,7068,h
Washington,2/13/2016,6665,h
Washington,2/20/2016,6737,h
Washington,2/27/2016,6937,h
Washington,3/5/2016,7440,h
Washington,3/12/2016,6745,h
Washington,3/19/2016,6558,h
Washington,3/26/2016,6735,h
Washington,4/2/2016,8058,h
Washington,4/9/2016,6924,h
Washington,4/16/2016,6250,h
Washington,4/23/2016,6298,h
Washington,4/30/2016,6620,h
Washington,5/7/2016,6025,h
Washington,5/14/2016,5964,h
Washington,5/21/2016,5975,h
Washington,5/28/2016,5691,h
Washington,6/4/2016,5874,h
Washington,6/11/2016,5971,h
Washington,6/18/2016,6311,h
Washington,6/25/2016,6196,h
Washington,7/2/2016,7262,h
Washington,7/9/2016,6322,h
Washington,7/16/2016,5908,h
Washington,7/23/2016,6193,h
Washington,7/30/2016,6164,h
Washington,8/6/2016,5602,h
Washington,8/13/2016,5442,h
Washington,8/20/2016,5165,h
Washington,8/27/2016,6209,h
Washington,9/3/2016,5250,h
Washington,9/10/2016,5245,h
Washington,9/17/2016,5260,h
Washington,9/24/2016,5367,h
Washington,10/1/2016,7436,h
Washington,10/8/2016,6370,h
Washington,10/15/2016,7070,h
Washington,10/22/2016,7670,h
Washington,10/29/2016,8100,h
Washington,11/5/2016,7481,h
Washington,11/12/2016,8953,h
Washington,11/19/2016,8087,h
Washington,11/26/2016,9724,h
Washington,12/3/2016,8993,h
Washington,12/10/2016,10011,h
Washington,12/17/2016,9705,h
Washington,12/24/2016,8397,h
Washington,12/31/2016,7560,h
Washington,1/7/2017,8669,h
Washington,1/14/2017,7574,h
Washington,1/21/2017,7106,h
Washington,1/28/2017,6954,h
Washington,2/4/2017,8515,h
Washington,2/11/2017,7713,h
Washington,2/18/2017,5534,h
Washington,2/25/2017,6257,h
Washington,3/4/2017,6522,h
Washington,3/11/2017,6078,h
Washington,3/18/2017,5994,h
Washington,3/25/2017,6284,h
Washington,4/1/2017,7505,h
Washington,4/8/2017,6222,h
Washington,4/15/2017,5805,h
Washington,4/22/2017,5922,h
Washington,4/29/2017,5911,h
Washington,5/6/2017,5601,h
Washington,5/13/2017,5277,h
Washington,5/20/2017,5350,h
Washington,5/27/2017,5178,h
Washington,6/3/2017,5583,h
Washington,6/10/2017,5390,h
Washington,6/17/2017,5582,h
Washington,6/24/2017,5880,h
Washington,7/1/2017,6307,h
Washington,7/8/2017,6081,h
Washington,7/15/2017,4916,h
Washington,7/22/2017,5156,h
Washington,7/29/2017,5890,h
Washington,8/5/2017,5531,h
Washington,8/12/2017,5250,h
Washington,8/19/2017,4894,h
Washington,8/26/2017,5193,h
Washington,9/2/2017,5215,h
Washington,9/9/2017,5221,h
Washington,9/16/2017,5226,h
Washington,9/23/2017,4998,h
Washington,9/30/2017,6354,h
Washington,10/7/2017,5662,h
Washington,10/14/2017,6359,h
Washington,10/21/2017,6041,h
Washington,10/28/2017,6700,h
Washington,11/4/2017,6696,h
Washington,11/11/2017,8618,h
Washington,11/18/2017,7538,h
Washington,11/25/2017,9446,h
Washington,12/2/2017,7196,h
Washington,12/9/2017,7324,h
Washington,12/16/2017,8915,h
Washington,12/23/2017,9279,h
Washington,12/30/2017,9130,h
Washington,1/6/2018,8433,h
Washington,1/13/2018,6878,h
Washington,1/20/2018,7070,h
Washington,1/27/2018,6875,h
Washington,2/3/2018,6874,h
Washington,2/10/2018,5968,h
Washington,2/17/2018,6025,h
Washington,2/24/2018,7032,h
Washington,3/3/2018,5813,h
Washington,3/10/2018,5427,h
Washington,3/17/2018,5586,h
Washington,3/24/2018,5293,h
Washington,3/31/2018,6538,h
Washington,4/7/2018,6096,h
Washington,4/14/2018,5691,h
Washington,4/21/2018,5100,h
Washington,4/28/2018,5135,h
Washington,5/5/2018,5395,h
Washington,5/12/2018,5090,h
Washington,5/19/2018,5094,h
Washington,5/26/2018,4754,h
Washington,6/2/2018,5555,h
Washington,6/9/2018,5003,h
Washington,6/16/2018,5291,h
Washington,6/23/2018,5418,h
Washington,6/30/2018,6094,h
Washington,7/7/2018,5821,h
Washington,7/14/2018,4807,h
Washington,7/21/2018,4738,h
Washington,7/28/2018,5338,h
Washington,8/4/2018,4912,h
Washington,8/11/2018,4672,h
Washington,8/18/2018,5228,h
Washington,8/25/2018,5866,h
Washington,9/1/2018,5243,h
Washington,9/8/2018,5274,h
Washington,9/15/2018,5059,h
Washington,9/22/2018,4912,h
Washington,9/29/2018,5943,h
Washington,10/6/2018,6337,h
Washington,10/13/2018,6107,h
Washington,10/20/2018,6019,h
Washington,10/27/2018,7314,h
Washington,11/3/2018,7933,h
Washington,11/10/2018,7732,h
Washington,11/17/2018,7887,h
Washington,11/24/2018,9786,h
Washington,12/1/2018,7819,h
Washington,12/8/2018,7402,h
Washington,12/15/2018,8834,h
Washington,12/22/2018,9445,h
Washington,12/29/2018,9956,h
Washington,1/5/2019,9142,h
Washington,1/12/2019,7031,h
Washington,1/19/2019,6485,h
Washington,1/26/2019,6622,h
Washington,2/2/2019,11176,h
Washington,2/9/2019,12451,h
Washington,2/16/2019,7360,h
Washington,2/23/2019,6175,h
Washington,3/2/2019,7071,h
Washington,3/9/2019,5787,h
Washington,3/16/2019,5405,h
Washington,3/23/2019,5470,h
Washington,3/30/2019,6299,h
Washington,4/6/2019,6939,h
Washington,4/13/2019,5748,h
Washington,4/20/2019,5335,h
Washington,4/27/2019,5266,h
Washington,5/4/2019,5123,h
Washington,5/11/2019,5513,h
Washington,5/18/2019,5499,h
Washington,5/25/2019,4908,h
Washington,6/1/2019,5426,h
Washington,6/8/2019,4886,h
Washington,6/15/2019,5408,h
Washington,6/22/2019,5626,h
Washington,6/29/2019,5547,h
Washington,7/6/2019,6312,h
Washington,7/13/2019,4671,h
Washington,7/20/2019,4656,h
Washington,7/27/2019,5632,h
Washington,8/3/2019,5490,h
Washington,8/10/2019,5032,h
Washington,8/17/2019,4780,h
Washington,8/24/2019,4944,h
Washington,8/31/2019,5060,h
Washington,9/7/2019,5428,h
Washington,9/14/2019,5319,h
Washington,9/21/2019,5306,h
Washington,9/28/2019,6096,h
Washington,10/5/2019,6400,h
Washington,10/12/2019,6254,h
Washington,10/19/2019,6375,h
Washington,10/26/2019,6953,h
Washington,11/2/2019,7832,h
Washington,11/9/2019,7619,h
Washington,11/16/2019,8393,h
Washington,11/23/2019,7896,h
Washington,11/30/2019,10123,h
Washington,12/7/2019,7359,h
Washington,12/14/2019,8896,h
Washington,12/21/2019,10106,h
Washington,12/28/2019,10024,h
Washington,1/4/2020,9069,h
Washington,1/11/2020,9079,h
Washington,1/18/2020,8072,h
Washington,1/25/2020,6619,h
Washington,2/1/2020,7161,h
Washington,2/8/2020,6311,h
Washington,2/15/2020,5585,h
Washington,2/22/2020,5770,h
Washington,3/7/2020,6616,h
Washington,3/14/2020,14240,h
Washington,3/21/2020,133478,a
West Virginia,1/8/2000,3305,h
West Virginia,1/15/2000,2180,h
West Virginia,1/22/2000,2629,h
West Virginia,1/29/2000,2660,h
West Virginia,2/5/2000,1794,h
West Virginia,2/12/2000,1813,h
West Virginia,2/19/2000,1341,h
West Virginia,2/26/2000,1307,h
West Virginia,3/4/2000,1120,h
West Virginia,3/11/2000,917,h
West Virginia,3/18/2000,1234,h
West Virginia,3/25/2000,1018,h
West Virginia,4/1/2000,1705,h
West Virginia,4/8/2000,1411,h
West Virginia,4/15/2000,1184,h
West Virginia,4/22/2000,1190,h
West Virginia,4/29/2000,1256,h
West Virginia,5/6/2000,1076,h
West Virginia,5/13/2000,1294,h
West Virginia,5/20/2000,1195,h
West Virginia,5/27/2000,1482,h
West Virginia,6/3/2000,1343,h
West Virginia,6/10/2000,1205,h
West Virginia,6/17/2000,1149,h
West Virginia,6/24/2000,878,h
West Virginia,7/1/2000,1455,h
West Virginia,7/8/2000,1573,h
West Virginia,7/15/2000,1481,h
West Virginia,7/22/2000,1439,h
West Virginia,7/29/2000,1587,h
West Virginia,8/5/2000,1348,h
West Virginia,8/12/2000,1540,h
West Virginia,8/19/2000,2508,h
West Virginia,8/26/2000,1185,h
West Virginia,9/2/2000,1001,h
West Virginia,9/9/2000,1075,h
West Virginia,9/16/2000,870,h
West Virginia,9/23/2000,878,h
West Virginia,9/30/2000,1465,h
West Virginia,10/7/2000,1259,h
West Virginia,10/14/2000,1228,h
West Virginia,10/21/2000,1117,h
West Virginia,10/28/2000,1481,h
West Virginia,11/4/2000,1208,h
West Virginia,11/11/2000,1808,h
West Virginia,11/18/2000,1413,h
West Virginia,11/25/2000,3827,h
West Virginia,12/2/2000,3152,h
West Virginia,12/9/2000,3807,h
West Virginia,12/16/2000,1873,h
West Virginia,12/23/2000,1950,h
West Virginia,12/30/2000,2814,h
West Virginia,1/6/2001,3886,h
West Virginia,1/13/2001,2353,h
West Virginia,1/20/2001,2225,h
West Virginia,1/27/2001,2002,h
West Virginia,2/3/2001,1859,h
West Virginia,2/10/2001,1257,h
West Virginia,2/17/2001,1449,h
West Virginia,2/24/2001,1472,h
West Virginia,3/3/2001,1308,h
West Virginia,3/10/2001,1368,h
West Virginia,3/17/2001,1249,h
West Virginia,3/24/2001,1085,h
West Virginia,3/31/2001,1699,h
West Virginia,4/7/2001,1252,h
West Virginia,4/14/2001,1337,h
West Virginia,4/21/2001,1120,h
West Virginia,4/28/2001,1315,h
West Virginia,5/5/2001,1170,h
West Virginia,5/12/2001,1317,h
West Virginia,5/19/2001,1363,h
West Virginia,5/26/2001,1237,h
West Virginia,6/2/2001,1612,h
West Virginia,6/9/2001,1396,h
West Virginia,6/16/2001,1366,h
West Virginia,6/23/2001,1037,h
West Virginia,6/30/2001,1866,h
West Virginia,7/7/2001,1608,h
West Virginia,7/14/2001,1518,h
West Virginia,7/21/2001,1575,h
West Virginia,7/28/2001,1322,h
West Virginia,8/4/2001,1251,h
West Virginia,8/11/2001,1068,h
West Virginia,8/18/2001,1159,h
West Virginia,8/25/2001,1114,h
West Virginia,9/1/2001,1113,h
West Virginia,9/8/2001,1012,h
West Virginia,9/15/2001,1087,h
West Virginia,9/22/2001,1462,h
West Virginia,9/29/2001,1050,h
West Virginia,10/6/2001,1580,h
West Virginia,10/13/2001,1390,h
West Virginia,10/20/2001,1328,h
West Virginia,10/27/2001,1591,h
West Virginia,11/3/2001,1728,h
West Virginia,11/10/2001,1619,h
West Virginia,11/17/2001,1268,h
West Virginia,11/24/2001,2825,h
West Virginia,12/1/2001,2990,h
West Virginia,12/8/2001,2060,h
West Virginia,12/15/2001,1835,h
West Virginia,12/22/2001,1594,h
West Virginia,12/29/2001,2481,h
West Virginia,1/5/2002,4816,h
West Virginia,1/12/2002,3689,h
West Virginia,1/19/2002,2411,h
West Virginia,1/26/2002,1981,h
West Virginia,2/2/2002,1791,h
West Virginia,2/9/2002,1684,h
West Virginia,2/16/2002,1583,h
West Virginia,2/23/2002,1613,h
West Virginia,3/2/2002,1699,h
West Virginia,3/9/2002,1826,h
West Virginia,3/16/2002,1381,h
West Virginia,3/23/2002,1431,h
West Virginia,3/30/2002,1612,h
West Virginia,4/6/2002,2224,h
West Virginia,4/13/2002,2712,h
West Virginia,4/20/2002,2111,h
West Virginia,4/27/2002,1688,h
West Virginia,5/4/2002,1739,h
West Virginia,5/11/2002,1673,h
West Virginia,5/18/2002,1445,h
West Virginia,5/25/2002,1439,h
West Virginia,6/1/2002,1505,h
West Virginia,6/8/2002,1524,h
West Virginia,6/15/2002,1344,h
West Virginia,6/22/2002,1183,h
West Virginia,6/29/2002,1231,h
West Virginia,7/6/2002,2452,h
West Virginia,7/13/2002,1783,h
West Virginia,7/20/2002,1559,h
West Virginia,7/27/2002,1373,h
West Virginia,8/3/2002,1381,h
West Virginia,8/10/2002,1294,h
West Virginia,8/17/2002,1249,h
West Virginia,8/24/2002,1449,h
West Virginia,8/31/2002,1299,h
West Virginia,9/7/2002,1304,h
West Virginia,9/14/2002,1168,h
West Virginia,9/21/2002,1277,h
West Virginia,9/28/2002,1405,h
West Virginia,10/5/2002,2049,h
West Virginia,10/12/2002,1776,h
West Virginia,10/19/2002,1608,h
West Virginia,10/26/2002,1634,h
West Virginia,11/2/2002,1937,h
West Virginia,11/9/2002,1873,h
West Virginia,11/16/2002,1964,h
West Virginia,11/23/2002,1523,h
West Virginia,11/30/2002,3356,h
West Virginia,12/7/2002,3384,h
West Virginia,12/14/2002,2267,h
West Virginia,12/21/2002,1716,h
West Virginia,12/28/2002,2543,h
West Virginia,1/4/2003,4548,h
West Virginia,1/11/2003,3441,h
West Virginia,1/18/2003,2608,h
West Virginia,1/25/2003,2572,h
West Virginia,2/1/2003,2160,h
West Virginia,2/8/2003,1584,h
West Virginia,2/15/2003,1507,h
West Virginia,2/22/2003,2656,h
West Virginia,3/1/2003,2408,h
West Virginia,3/8/2003,1615,h
West Virginia,3/15/2003,1502,h
West Virginia,3/22/2003,1190,h
West Virginia,3/29/2003,1287,h
West Virginia,4/5/2003,1870,h
West Virginia,4/12/2003,1427,h
West Virginia,4/19/2003,1457,h
West Virginia,4/26/2003,1321,h
West Virginia,5/3/2003,1499,h
West Virginia,5/10/2003,1429,h
West Virginia,5/17/2003,1346,h
West Virginia,5/24/2003,1370,h
West Virginia,5/31/2003,1670,h
West Virginia,6/7/2003,1602,h
West Virginia,6/14/2003,1342,h
West Virginia,6/21/2003,1416,h
West Virginia,6/28/2003,1632,h
West Virginia,7/5/2003,2121,h
West Virginia,7/12/2003,1683,h
West Virginia,7/19/2003,1613,h
West Virginia,7/26/2003,1345,h
West Virginia,8/2/2003,1283,h
West Virginia,8/9/2003,1317,h
West Virginia,8/16/2003,1222,h
